Hz,V
1.0e-7,3.769911330458943e-5
1.010009900099001e-5,0.003809154044787306
2.010019800198002e-5,0.007589483104333428
3.010029700297003e-5,0.011387540433372319
4.010039600396004e-5,0.015212316095071728
5.0100495004950046e-5,0.019073006388230892
6.0100594005940054e-5,0.022979087457988493
7.010069300693006e-5,0.02694039343548499
8.010079200792007e-5,0.030967200462626392
9.010089100891008e-5,0.035070318122266776
0.00010010099000990009,0.03926119000535439
0.0001101010890108901,0.04355200541396201
0.00012010118801188012,0.047955824534475854
0.0001301012870128701,0.052486719833844425
0.00014010138601386012,0.05715993695341823
0.00015010148501485015,0.06199207902499633
0.00016010158401584014,0.06700131914513019
0.00017010168301683014,0.07220764675914622
0.00018010178201782016,0.07763315498117315
0.00019010188101881018,0.08330237748306786
0.00020010198001980018,0.08924268561838515
0.0002101020790207902,0.09548475903229175
0.00022010217802178022,0.1020631463095692
0.00023010227702277024,0.10901693644940995
0.00024010237602376024,0.11639056741871352
0.0002501024750247502,0.1242348051132269
0.0002601025740257402,0.1326079352662399
0.00027010267302673025,0.14157722287831345
0.00028010277202772025,0.15122070951548242
0.00029010287102871024,0.16162943954312875
0.0003001029700297003,0.17291023358557658
0.0003101030690306903,0.1851891631731113
0.0003201031680316803,0.19861592693647734
0.0003301032670326703,0.21336938813745174
0.00034010336603366027,0.22966460719498438
0.0003501034650346503,0.24776178936309248
0.0003601035640356403,0.2679776562241151
0.0003701036630366303,0.29069980791812744
0.00038010376203762036,0.31640458798184506
0.0003901038610386104,0.34567859498198183
0.0004001039600396004,0.37924284344905945
0.0004101040590405904,0.4179756188318283
0.0004201041580415804,0.46292300343819565
0.00043010425704257044,0.5152700380503321
0.00044010435604356044,0.5762112453385995
0.00045010445504455043,0.6465928962204665
0.0004601045540455405,0.7260973029638155
0.0004701046530465305,0.8116838464501754
0.00048010475204752047,0.8953698630980623
0.0004901048510485105,0.9629866913641769
0.0005001049500495005,0.9977653799277878
0.0005101050490504905,0.9901041989875559
0.0005201051480514805,0.9449025550766545
0.0005301052470524705,0.8771881347844352
0.0005401053460534606,0.8020209747671677
0.0005501054450544505,0.7290866276729366
0.0005601055440554405,0.6628649343839268
0.0005701056430564306,0.6046311376169916
0.0005801057420574205,0.5541198043327643
0.0005901058410584106,0.5104788241606693
0.0006001059400594006,0.4727254972664019
0.0006101060390603906,0.4399354141902705
0.0006201061380613806,0.4113052609148423
0.0006301062370623706,0.3861614909024768
0.0006401063360633606,0.3639484100652967
0.0006501064350643507,0.3442103604501659
0.0006601065340653406,0.3265739693079025
0.0006701066330663307,0.3107325660842486
0.0006801067320673206,0.2964332376665287
0.0006901068310683106,0.28346635788146807
0.0007001069300693007,0.27165722529068065
0.0007101070290702906,0.260859419209651
0.0007201071280712807,0.25094952527014175
0.0007301072270722707,0.24182294084477257
0.0007401073260732607,0.23339052814676794
0.0007501074250742507,0.22557593229951575
0.0007601075240752408,0.21831342191215575
0.0007701076230762307,0.2115461414891291
0.0007801077220772208,0.20522468973737001
0.0007901078210782107,0.19930595693461028
0.0008001079200792008,0.193752169225145
0.0008101080190801908,0.18853009902513826
0.0008201081180811807,0.1836104094424231
0.0008301082170821708,0.1789671073586817
0.0008401083160831607,0.17457708505289224
0.0008501084150841508,0.17041973431949572
0.0008601085140851408,0.16647662022239942
0.0008701086130861308,0.16273120413108327
0.0008801087120871208,0.15916860766296112
0.0008901088110881109,0.15577541072500614
0.0009001089100891008,0.152539478097818
0.0009101090090900909,0.14944981000608218
0.0009201091080910809,0.14649641292407514
0.0009301092070920708,0.14367018751477886
0.0009401093060930609,0.1409628311282879
0.0009501094050940508,0.13836675271451393
0.0009601095040950409,0.13587499835627828
